"product_id","category_id","event_id","location_id","event_date","quantity","amount"
"542459","28356","52588968","5548","2018-03-24 08:17:47","1","950"
"542459","28356","52588968","5548","2018-03-24 08:17:47","1","950"
"542437","28351","52588969","5548","2018-03-24 08:37:31","1","995"
"542450","28351","52588969","5548","2018-03-24 08:37:31","1","650"
"542453","28351","52588969","5548","2018-03-24 08:37:31","1","650"
"542434","28351","52588967","5548","2018-03-24 09:01:22","1","895"
"542428","28351","52588967","5548","2018-03-24 09:01:22","1","650"
"542434","28351","52588970","5548","2018-03-24 09:11:11","1","895"
"542437","28351","52588970","5548","2018-03-24 09:11:11","1","995"
"542448","28355","52588970","5548","2018-03-24 09:11:11","1","100"
"542428","28351","52588966","5548","2018-03-24 10:16:40","1","650"
"542434","28351","52588973","5548","2018-03-24 10:51:09","2","895"
"542450","28351","52588973","5548","2018-03-24 10:51:09","3","650"
"542451","28351","52588973","5548","2018-03-24 10:51:09","2","650"
"542435","28351","52588973","5548","2018-03-24 10:51:09","2","650"
"542787","28352","52588973","5548","2018-03-24 10:51:09","3","325"
"542437","28351","52588965","5548","2018-03-24 11:37:56","1","995"
"542433","28352","52588965","5548","2018-03-24 11:37:56","1","400"
"542450","28351","52588965","5548","2018-03-24 11:37:56","1","650"
"542427","28351","52588971","5548","2018-03-24 11:46:12","1","550"
"542450","28351","52588971","5548","2018-03-24 11:46:12","1","650"
"542789","28353","52588971","5548","2018-03-24 11:46:12","1","100"
"542434","28351","52588983","5548","2018-03-25 07:11:18","1","895"
"542433","28352","52588983","5548","2018-03-25 07:11:18","2","400"
"542428","28351","52588983","5548","2018-03-25 07:11:18","1","650"
"542453","28351","52588983","5548","2018-03-25 07:11:18","1","650"
"542459","28356","52588983","5548","2018-03-25 07:11:18","1","950"
"542437","28351","52588976","5548","2018-03-25 07:26:22","1","995"
"542428","28351","52588976","5548","2018-03-25 07:26:22","1","650"
"542451","28351","52588976","5548","2018-03-25 07:26:22","1","650"
"542790","28352","52588976","5548","2018-03-25 07:26:22","1","400"
"542433","28352","52588976","5548","2018-03-25 07:26:22","1","400"
"542789","28353","52588976","5548","2018-03-25 07:26:22","2","100"
"542427","28351","52588979","5548","2018-03-25 07:29:46","1","550"
"542790","28352","52588979","5548","2018-03-25 07:29:46","1","400"
"542434","28351","52588982","5548","2018-03-25 07:50:10","2","895"
"542433","28352","52588982","5548","2018-03-25 07:50:10","2","400"
"542449","28356","52588981","5548","2018-03-25 08:10:38","1","1450"
"542436","28351","52588980","5548","2018-03-25 08:17:04","1","775"
"542443","28351","52588980","5548","2018-03-25 08:17:04","1","400"
"542787","28352","52588980","5548","2018-03-25 08:17:04","1","325"
"542435","28351","52588974","5548","2018-03-25 08:49:40","1","650"
"542451","28351","52588974","5548","2018-03-25 08:49:40","1","650"
"542437","28351","52588974","5548","2018-03-25 08:49:40","1","995"
"542444","28351","52588974","5548","2018-03-25 08:49:40","1","400"
"542441","28355","52588974","5548","2018-03-25 08:49:40","1","100"
"542789","28353","52588974","5548","2018-03-25 08:49:40","3","100"
"542428","28351","52588975","5548","2018-03-25 09:12:03","2","650"
"542434","28351","52588977","5548","2018-03-25 09:24:31","1","895"
"542435","28351","52588978","5548","2018-03-25 09:52:52","1","650"
"542437","28351","52588978","5548","2018-03-25 09:52:52","1","995"
"542788","28352","52588978","5548","2018-03-25 09:52:52","1","450"
"542451","28351","52588978","5548","2018-03-25 09:52:52","1","650"
"542444","28351","52588978","5548","2018-03-25 09:52:52","1","400"
"542789","28353","52588978","5548","2018-03-25 09:52:52","2","100"
"542434","28351","52588984","5548","2018-03-26 07:27:17","1","895"
"542437","28351","52588984","5548","2018-03-26 07:27:17","1","995"
"542428","28351","52588984","5548","2018-03-26 07:27:17","1","650"
"542788","28352","52588984","5548","2018-03-26 07:27:17","2","450"
"542435","28351","52588985","5548","2018-03-26 08:09:28","1","650"
"542453","28351","52588985","5548","2018-03-26 08:09:28","1","650"
"542439","28353","52588986","5548","2018-03-26 10:59:10","1","100"
"542453","28351","52588986","5548","2018-03-26 10:59:10","1","650"
"542788","28352","52588986","5548","2018-03-26 10:59:10","1","450"
"542434","28351","52588990","5548","2018-03-27 05:50:38","1","895"
"542437","28351","52588990","5548","2018-03-27 05:50:38","1","995"
"542428","28351","52588990","5548","2018-03-27 05:50:38","1","650"
"542788","28352","52588990","5548","2018-03-27 05:50:38","1","450"
"542789","28353","52588989","5548","2018-03-27 08:08:46","1","100"
"542430","28351","52588989","5548","2018-03-27 08:08:46","1","395"
"542788","28352","52588989","5548","2018-03-27 08:08:46","1","450"
"542449","28356","52588987","5548","2018-03-27 08:42:07","1","1450"
"542445","28351","52588988","5548","2018-03-27 09:40:23","1","400"
"542448","28355","52588988","5548","2018-03-27 09:40:23","2","100"
"542430","28351","52588988","5548","2018-03-27 09:40:23","1","395"
"542437","28351","52588988","5548","2018-03-27 09:40:23","1","995"
"542435","28351","52588988","5548","2018-03-27 09:40:23","1","650"
"542790","28352","52588988","5548","2018-03-27 09:40:23","1","400"
"542789","28353","52588988","5548","2018-03-27 09:40:23","4","100"
"542443","28351","52588988","5548","2018-03-27 09:40:23","1","400"
"542435","28351","52588991","5548","2018-03-27 10:43:49","1","650"
"542428","28351","52588991","5548","2018-03-27 10:43:49","1","650"
"542433","28352","52588991","5548","2018-03-27 10:43:49","1","400"
"542437","28351","52588991","5548","2018-03-27 10:43:49","1","995"
"542789","28353","52588991","5548","2018-03-27 10:43:49","1","100"
"542437","28351","52588992","5548","2018-03-28 07:41:45","1","995"
"542435","28351","52588992","5548","2018-03-28 07:41:45","1","650"
"542437","28351","52588996","5548","2018-03-28 07:54:06","1","995"
"542433","28352","52588996","5548","2018-03-28 07:54:06","1","400"
"542436","28351","52588998","5548","2018-03-28 07:55:52","1","775"
"542439","28353","52588998","5548","2018-03-28 07:55:52","1","100"
"542437","28351","52588995","5548","2018-03-28 08:04:59","2","995"
"542428","28351","52588995","5548","2018-03-28 08:04:59","2","650"
"542433","28352","52588995","5548","2018-03-28 08:04:59","1","400"
"542790","28352","52588994","5548","2018-03-28 08:29:31","1","400"
"542453","28351","52588994","5548","2018-03-28 08:29:31","1","650"
"542791","28355","52588994","5548","2018-03-28 08:29:31","1","100"
"542450","28351","52588997","5548","2018-03-28 08:50:41","1","650"
"542790","28352","52588997","5548","2018-03-28 08:50:41","1","400"
"542434","28351","52588993","5548","2018-03-28 08:52:43","1","895"
"542437","28351","52588999","5548","2018-03-29 06:59:11","3","995"
"542453","28351","52588999","5548","2018-03-29 06:59:11","3","650"
"542433","28352","52588999","5548","2018-03-29 06:59:11","3","400"
"542445","28351","52588999","5548","2018-03-29 06:59:11","2","400"
"542792","28352","52589003","5548","2018-03-29 07:09:07","1","325"
"542429","28351","52589003","5548","2018-03-29 07:09:07","1","450"
"542449","28356","52589000","5548","2018-03-29 08:32:22","1","1450"
"542437","28351","52589002","5548","2018-03-29 09:01:31","1","995"
"542436","28351","52589002","5548","2018-03-29 09:01:31","1","775"
"542450","28351","52589002","5548","2018-03-29 09:01:31","1","650"
"542434","28351","52589004","5548","2018-03-29 09:47:19","1","895"
"542792","28352","52589001","5548","2018-03-29 09:56:48","1","325"
"542436","28351","52589001","5548","2018-03-29 09:56:48","1","775"
"542441","28355","52589001","5548","2018-03-29 09:56:48","1","100"
"542449","28356","52589005","5548","2018-03-29 10:48:29","1","1450"
"542439","28353","52589005","5548","2018-03-29 10:48:29","1","100"
"542437","28351","52589010","5548","2018-03-30 06:46:20","1","995"
"542433","28352","52589010","5548","2018-03-30 06:46:20","2","400"
"542788","28352","52589010","5548","2018-03-30 06:46:20","1","450"
"542787","28352","52589010","5548","2018-03-30 06:46:20","1","325"
"542450","28351","52589010","5548","2018-03-30 06:46:20","1","650"
"542451","28351","52589010","5548","2018-03-30 06:46:20","1","650"
"542434","28351","52589011","5548","2018-03-30 07:24:22","2","895"
"542436","28351","52589011","5548","2018-03-30 07:24:22","1","775"
"542435","28351","52589011","5548","2018-03-30 07:24:22","2","650"
"542428","28351","52589011","5548","2018-03-30 07:24:22","2","650"
"542433","28352","52589011","5548","2018-03-30 07:24:22","2","400"
"542792","28352","52589011","5548","2018-03-30 07:24:22","2","325"
"542450","28351","52589011","5548","2018-03-30 07:24:22","2","650"
"542435","28351","52589009","5548","2018-03-30 07:45:09","1","650"
"542437","28351","52589008","5548","2018-03-30 08:45:48","1","995"
"542435","28351","52589008","5548","2018-03-30 08:45:48","1","650"
"542433","28352","52589008","5548","2018-03-30 08:45:48","1","400"
"542449","28356","52589008","5548","2018-03-30 08:45:48","1","1450"
"542434","28351","52589007","5548","2018-03-30 09:11:39","1","895"
"542450","28351","52589007","5548","2018-03-30 09:11:39","1","650"
"542437","28351","52589006","5548","2018-03-30 10:09:46","1","995"
"542433","28352","52589006","5548","2018-03-30 10:09:46","1","400"
"542437","28351","52589012","5548","2018-03-31 06:34:38","2","995"
"542445","28351","52589012","5548","2018-03-31 06:34:38","1","400"
"542433","28352","52589012","5548","2018-03-31 06:34:38","2","400"
"542453","28351","52589012","5548","2018-03-31 06:34:38","2","650"
"542441","28355","52589012","5548","2018-03-31 06:34:38","1","100"
"542789","28353","52589012","5548","2018-03-31 06:34:38","7","100"
"542428","28351","52589012","5548","2018-03-31 06:34:38","1","650"
"542434","28351","52589012","5548","2018-03-31 06:34:38","1","895"
"542437","28351","52589013","5548","2018-03-31 08:42:02","1","995"
"542453","28351","52589017","5548","2018-04-01 07:51:31","1","650"
"542428","28351","52589017","5548","2018-04-01 07:51:31","1","650"
"542439","28353","52589017","5548","2018-04-01 07:51:31","1","100"
"542429","28351","52589018","5548","2018-04-01 08:26:07","1","450"
"542435","28351","52589019","5548","2018-04-01 10:15:18","1","650"
"542445","28351","52589022","5548","2018-04-02 09:01:28","1","400"
"542443","28351","52589022","5548","2018-04-02 09:01:28","1","400"
"542430","28351","52589022","5548","2018-04-02 09:01:28","1","395"
"542437","28351","52589022","5548","2018-04-02 09:01:28","1","995"
"542788","28352","52589022","5548","2018-04-02 09:01:28","1","450"
"542428","28351","52589022","5548","2018-04-02 09:01:28","1","650"
"542789","28353","52589022","5548","2018-04-02 09:01:28","3","100"
"542439","28353","52589022","5548","2018-04-02 09:01:28","1","100"
"542434","28351","52589021","5548","2018-04-02 10:34:52","1","895"
"542428","28351","52589021","5548","2018-04-02 10:34:52","1","650"
"542430","28351","52589021","5548","2018-04-02 10:34:52","1","395"
"542437","28351","52589020","5548","2018-04-02 10:40:36","1","995"
"542428","28351","52589020","5548","2018-04-02 10:40:36","1","650"
"542430","28351","52589020","5548","2018-04-02 10:40:36","1","395"
"542450","28351","52589025","5548","2018-04-03 09:21:35","1","650"
"542429","28351","52589024","5548","2018-04-03 10:20:06","1","450"
"542449","28356","52589023","5548","2018-04-03 10:30:33","1","1450"
"542437","28351","52589029","5548","2018-04-04 07:48:16","1","995"
"542435","28351","52589029","5548","2018-04-04 07:48:16","1","650"
"542428","28351","52589029","5548","2018-04-04 07:48:16","1","650"
"542434","28351","52589029","5548","2018-04-04 07:48:16","1","895"
"542444","28351","52589029","5548","2018-04-04 07:48:16","1","400"
"542443","28351","52589029","5548","2018-04-04 07:48:16","1","400"
"542430","28351","52589028","5548","2018-04-04 08:03:44","1","395"
"542433","28352","52589028","5548","2018-04-04 08:03:44","2","400"
"542435","28351","52589028","5548","2018-04-04 08:03:44","1","650"
"542439","28353","52589028","5548","2018-04-04 08:03:44","2","100"
"542433","28352","52589031","5548","2018-04-04 09:00:58","1","400"
"542437","28351","52589031","5548","2018-04-04 09:00:58","1","995"
"542435","28351","52589031","5548","2018-04-04 09:00:58","1","650"
"542444","28351","52589031","5548","2018-04-04 09:00:58","1","400"
"542453","28351","52589031","5548","2018-04-04 09:00:58","1","650"
"542789","28353","52589031","5548","2018-04-04 09:00:58","3","100"
"542449","28356","52589027","5548","2018-04-04 10:05:21","1","1450"
"542437","28351","52589026","5548","2018-04-04 10:17:46","2","995"
"542434","28351","52589026","5548","2018-04-04 10:17:46","1","895"
"542445","28351","52589026","5548","2018-04-04 10:17:46","1","400"
"542453","28351","52589026","5548","2018-04-04 10:17:46","1","650"
"542789","28353","52589026","5548","2018-04-04 10:17:46","3","100"
"542435","28351","52589030","5548","2018-04-04 10:43:19","1","650"
"542437","28351","52589030","5548","2018-04-04 10:43:19","2","995"
"542433","28352","52589030","5548","2018-04-04 10:43:19","1","400"
"542445","28351","52589030","5548","2018-04-04 10:43:19","1","400"
"542437","28351","52589037","5548","2018-04-06 07:01:32","2","995"
"542437","28351","52589035","5548","2018-04-06 07:56:08","2","995"
"542435","28351","52589035","5548","2018-04-06 07:56:08","2","650"
"542453","28351","52589035","5548","2018-04-06 07:56:08","2","650"
"542433","28352","52589035","5548","2018-04-06 07:56:08","2","400"
"542789","28353","52589035","5548","2018-04-06 07:56:08","5","100"
"542429","28351","52589039","5548","2018-04-06 07:58:54","1","450"
"542428","28351","52589039","5548","2018-04-06 07:58:54","1","650"
"542434","28351","52589034","5548","2018-04-06 08:16:27","1","895"
"542436","28351","52589038","5548","2018-04-06 08:21:45","1","775"
"542428","28351","52589038","5548","2018-04-06 08:21:45","1","650"
"542435","28351","52589038","5548","2018-04-06 08:21:45","1","650"
"542437","28351","52589038","5548","2018-04-06 08:21:45","1","995"
"542443","28351","52589038","5548","2018-04-06 08:21:45","1","400"
"542439","28353","52589038","5548","2018-04-06 08:21:45","1","100"
"542437","28351","52589033","5548","2018-04-06 09:12:29","2","995"
"542436","28351","52589033","5548","2018-04-06 09:12:29","1","775"
"542450","28351","52589033","5548","2018-04-06 09:12:29","2","650"
"542443","28351","52589033","5548","2018-04-06 09:12:29","1","400"
"542789","28353","52589033","5548","2018-04-06 09:12:29","3","100"
"542439","28353","52589033","5548","2018-04-06 09:12:29","3","100"
"542437","28351","52589036","5548","2018-04-06 09:55:23","1","995"
"542449","28356","52589032","5548","2018-04-06 11:02:24","1","1450"
"542789","28353","52589042","5548","2018-04-07 06:30:54","2","100"
"542437","28351","52589041","5548","2018-04-07 07:48:58","2","995"
"542433","28352","52589041","5548","2018-04-07 07:48:58","2","400"
"542790","28352","52589041","5548","2018-04-07 07:48:58","1","400"
"542451","28351","52589041","5548","2018-04-07 07:48:58","1","650"
"542435","28351","52589041","5548","2018-04-07 07:48:58","1","650"
"542789","28353","52589041","5548","2018-04-07 07:48:58","4","100"
"542441","28355","52589041","5548","2018-04-07 07:48:58","1","100"
"542448","28355","52589041","5548","2018-04-07 07:48:58","1","100"
"542435","28351","52589044","5548","2018-04-07 07:56:55","2","650"
"542429","28351","52589040","5548","2018-04-07 08:41:09","1","450"
"542433","28352","52589043","5548","2018-04-07 10:43:37","1","400"
"542428","28351","52589043","5548","2018-04-07 10:43:37","1","650"
"542433","28352","52589045","5548","2018-04-08 08:23:38","1","400"
"542436","28351","52589045","5548","2018-04-08 08:23:38","1","775"
"542789","28353","52589045","5548","2018-04-08 08:23:38","2","100"
"542429","28351","52589050","5548","2018-04-08 09:03:36","1","450"
"542430","28351","52589050","5548","2018-04-08 09:03:36","1","395"
"542433","28352","52589049","5548","2018-04-08 09:19:30","1","400"
"542789","28353","52589049","5548","2018-04-08 09:19:30","1","100"
"542429","28351","52589046","5548","2018-04-08 09:57:04","1","450"
"542450","28351","52589046","5548","2018-04-08 09:57:04","1","650"
"542789","28353","52589046","5548","2018-04-08 09:57:04","1","100"
"542459","28356","52589047","5548","2018-04-08 10:30:01","1","950"
"542433","28352","52589051","5548","2018-04-08 10:30:13","1","400"
"542792","28352","52589051","5548","2018-04-08 10:30:13","1","325"
"542436","28351","52589051","5548","2018-04-08 10:30:13","1","775"
"542434","28351","52589051","5548","2018-04-08 10:30:13","1","895"
"542451","28351","52589051","5548","2018-04-08 10:30:13","1","650"
"542443","28351","52589051","5548","2018-04-08 10:30:13","1","400"
"542448","28355","52589048","5548","2018-04-08 10:31:33","1","100"
"542437","28351","52589054","5548","2018-04-09 06:51:17","1","995"
"542435","28351","52589056","5548","2018-04-09 08:44:17","1","650"
"542429","28351","52589056","5548","2018-04-09 08:44:17","1","450"
"542434","28351","52589055","5548","2018-04-09 09:02:44","1","895"
"542435","28351","52589055","5548","2018-04-09 09:02:44","1","650"
"542433","28352","52589055","5548","2018-04-09 09:02:44","1","400"
"542450","28351","52589055","5548","2018-04-09 09:02:44","1","650"
"542790","28352","52589055","5548","2018-04-09 09:02:44","1","400"
"542450","28351","52589052","5548","2018-04-09 09:34:09","1","650"
"542435","28351","52589052","5548","2018-04-09 09:34:09","1","650"
"542792","28352","52589052","5548","2018-04-09 09:34:09","1","325"
"542437","28351","52589052","5548","2018-04-09 09:34:09","1","995"
"542434","28351","52589052","5548","2018-04-09 09:34:09","1","895"
"542459","28356","52589053","5548","2018-04-09 11:59:44","1","950"
"542436","28351","52589062","5548","2018-04-10 08:40:56","1","775"
"542792","28352","52589062","5548","2018-04-10 08:40:56","1","325"
"542443","28351","52589062","5548","2018-04-10 08:40:56","1","400"
"542445","28351","52589062","5548","2018-04-10 08:40:56","1","400"
"542444","28351","52589058","5548","2018-04-10 08:45:41","1","400"
"542453","28351","52589058","5548","2018-04-10 08:45:41","1","650"
"542439","28353","52589058","5548","2018-04-10 08:45:41","1","100"
"542444","28351","52589058","5548","2018-04-10 08:45:41","1","400"
"542436","28351","52589061","5548","2018-04-10 09:04:18","1","775"
"542444","28351","52589061","5548","2018-04-10 09:04:18","1","400"
"542789","28353","52589061","5548","2018-04-10 09:04:18","2","100"
"542787","28352","52589061","5548","2018-04-10 09:04:18","1","325"
"542437","28351","52589059","5548","2018-04-10 09:47:24","1","995"
"542451","28351","52589059","5548","2018-04-10 09:47:24","1","650"
"542435","28351","52589059","5548","2018-04-10 09:47:24","1","650"
"542450","28351","52589059","5548","2018-04-10 09:47:24","1","650"
"542444","28351","52589059","5548","2018-04-10 09:47:24","1","400"
"542789","28353","52589059","5548","2018-04-10 09:47:24","2","100"
"542434","28351","52589060","5548","2018-04-10 10:26:48","1","895"
"542435","28351","52589057","5548","2018-04-10 11:03:25","1","650"
"542789","28353","52589057","5548","2018-04-10 11:03:25","3","100"
"542450","28351","52589069","5548","2018-04-11 06:21:35","2","650"
"542790","28352","52589069","5548","2018-04-11 06:21:35","2","395"
"542433","28352","52589069","5548","2018-04-11 06:21:35","1","400"
"542436","28351","52589064","5548","2018-04-11 07:56:56","1","775"
"542437","28351","52589063","5548","2018-04-11 08:17:30","1","995"
"542428","28351","52589063","5548","2018-04-11 08:17:30","1","650"
"542433","28352","52589063","5548","2018-04-11 08:17:30","1","400"
"542434","28351","52589066","5548","2018-04-11 08:25:21","1","895"
"542435","28351","52589066","5548","2018-04-11 08:25:21","1","650"
"542444","28351","52589066","5548","2018-04-11 08:25:21","1","400"
"542443","28351","52589066","5548","2018-04-11 08:25:21","1","400"
"542433","28352","52589066","5548","2018-04-11 08:25:21","1","400"
"542427","28351","52589066","5548","2018-04-11 08:25:21","1","550"
"542437","28351","52589068","5548","2018-04-11 08:33:54","1","995"
"542428","28351","52589068","5548","2018-04-11 08:33:54","1","650"
"542434","28351","52589067","5548","2018-04-11 09:19:06","1","895"
"542428","28351","52589067","5548","2018-04-11 09:19:06","1","650"
"542789","28353","52589067","5548","2018-04-11 09:19:06","2","100"
"542450","28351","52589070","5548","2018-04-11 09:22:44","1","650"
"542435","28351","52589070","5548","2018-04-11 09:22:44","1","650"
"542789","28353","52589070","5548","2018-04-11 09:22:44","2","100"
"542434","28351","52589065","5548","2018-04-11 10:07:05","1","895"
"542428","28351","52589065","5548","2018-04-11 10:07:05","1","650"
"542437","28351","52589071","5548","2018-04-12 07:49:54","1","995"
"542428","28351","52589071","5548","2018-04-12 07:49:54","1","650"
"542450","28351","52589071","5548","2018-04-12 07:49:54","1","650"
"542789","28353","52589071","5548","2018-04-12 07:49:54","3","100"
"542437","28351","52589074","5548","2018-04-12 08:26:56","1","995"
"542434","28351","52589075","5548","2018-04-12 08:45:41","1","895"
"542435","28351","52589075","5548","2018-04-12 08:45:41","1","650"
"542450","28351","52589075","5548","2018-04-12 08:45:41","1","650"
"542433","28352","52589075","5548","2018-04-12 08:45:41","1","400"
"542437","28351","52589073","5548","2018-04-12 08:57:48","1","995"
"542434","28351","52589073","5548","2018-04-12 08:57:48","1","895"
"542433","28352","52589073","5548","2018-04-12 08:57:48","1","400"
"542450","28351","52589073","5548","2018-04-12 08:57:48","1","650"
"542435","28351","52589073","5548","2018-04-12 08:57:48","1","650"
"542789","28353","52589073","5548","2018-04-12 08:57:48","3","100"
"542441","28355","52589072","5548","2018-04-12 09:50:26","2","100"
"542453","28351","52589077","5548","2018-04-13 09:40:08","1","650"
"542435","28351","52589077","5548","2018-04-13 09:40:08","1","650"
"542789","28353","52589077","5548","2018-04-13 09:40:08","1","100"
"542437","28351","52589077","5548","2018-04-13 09:40:08","1","995"
"542429","28351","52589080","5548","2018-04-13 10:21:09","1","450"
"542435","28351","52589080","5548","2018-04-13 10:21:09","1","650"
"542459","28356","52589081","5548","2018-04-13 10:32:01","1","950"
"542449","28356","52589081","5548","2018-04-13 10:32:01","1","1450"
"542437","28351","52589081","5548","2018-04-13 10:32:01","1","995"
"542435","28351","52589081","5548","2018-04-13 10:32:01","1","650"
"542450","28351","52589079","5548","2018-04-13 11:04:17","1","650"
"542453","28351","52589079","5548","2018-04-13 11:04:17","2","650"
"542437","28351","52589079","5548","2018-04-13 11:04:17","2","995"
"542437","28351","52589076","5548","2018-04-13 11:16:02","1","995"
"542450","28351","52589076","5548","2018-04-13 11:16:02","1","650"
"542789","28353","52589076","5548","2018-04-13 11:16:02","1","100"
"542435","28351","52589078","5548","2018-04-13 11:55:34","1","650"
"542789","28353","52589078","5548","2018-04-13 11:55:34","2","100"
"542437","28351","52589082","5548","2018-04-14 06:12:24","1","995"
"542434","28351","52589082","5548","2018-04-14 06:12:24","1","895"
"542450","28351","52589082","5548","2018-04-14 06:12:24","1","650"
"542435","28351","52589082","5548","2018-04-14 06:12:24","1","650"
"542428","28351","52589082","5548","2018-04-14 06:12:24","1","650"
"542437","28351","52589083","5548","2018-04-14 07:42:14","1","995"
"542434","28351","52589083","5548","2018-04-14 07:42:14","1","895"
"542449","28356","52589084","5548","2018-04-14 08:32:23","1","1450"
"542435","28351","52589088","5548","2018-04-15 08:03:30","1","650"
"542459","28356","52589090","5548","2018-04-15 08:20:01","1","950"
"542434","28351","52589086","5548","2018-04-15 08:39:02","2","895"
"542435","28351","52589086","5548","2018-04-15 08:39:02","1","650"
"542451","28351","52589086","5548","2018-04-15 08:39:02","1","650"
"542434","28351","52589085","5548","2018-04-15 09:19:17","1","895"
"542436","28351","52589089","5548","2018-04-15 09:39:42","1","775"
"542433","28352","52589091","5548","2018-04-15 10:57:07","1","400"
"542450","28351","52589091","5548","2018-04-15 10:57:07","1","650"
"542437","28351","52589091","5548","2018-04-15 10:57:07","1","995"
"542790","28352","52589087","5548","2018-04-15 11:20:14","1","395"
"542436","28351","52589094","5548","2018-04-16 05:49:19","1","775"
"542443","28351","52589094","5548","2018-04-16 05:49:19","1","400"
"542444","28351","52589094","5548","2018-04-16 05:49:19","1","400"
"542434","28351","52589092","5548","2018-04-16 08:03:15","1","895"
"542450","28351","52589092","5548","2018-04-16 08:03:15","1","650"
"542433","28352","52589092","5548","2018-04-16 08:03:15","1","400"
"542432","28353","52589092","5548","2018-04-16 08:03:15","1","75"
"542790","28352","52589093","5548","2018-04-16 08:45:54","1","400"
"542433","28352","52589093","5548","2018-04-16 08:45:54","1","400"
"542451","28351","52589093","5548","2018-04-16 08:45:54","1","650"
"542450","28351","52589093","5548","2018-04-16 08:45:54","1","650"
"542435","28351","52589093","5548","2018-04-16 08:45:54","2","650"
"542459","28356","52589095","5548","2018-04-16 10:25:38","1","950"
"542450","28351","52589101","5548","2018-04-17 06:58:01","1","650"
"542451","28351","52589101","5548","2018-04-17 06:58:01","1","650"
"542787","28352","52589101","5548","2018-04-17 06:58:01","1","325"
"542435","28351","52589102","5548","2018-04-17 08:46:20","1","650"
"542437","28351","52589102","5548","2018-04-17 08:46:20","1","995"
"542428","28351","52589102","5548","2018-04-17 08:46:20","1","650"
"542437","28351","52589103","5548","2018-04-18 06:55:48","2","995"
"542428","28351","52589103","5548","2018-04-18 06:55:48","2","650"
"542430","28351","52589103","5548","2018-04-18 06:55:48","1","395"
"542443","28351","52589103","5548","2018-04-18 06:55:48","1","400"
"542790","28352","52589103","5548","2018-04-18 06:55:48","1","400"
